1.001222098500000046e-02 1.171026155352592468e-01
1.003669282500000044e-02 1.168576180934906006e-01
1.006122447499999996e-02 1.166213080286979675e-01
1.008581608500000101e-02 1.163803711533546448e-01
1.011046780500000040e-02 1.161436364054679871e-01
1.013517977499999931e-02 1.159066781401634216e-01
1.015995214499999973e-02 1.156651675701141357e-01
1.018478507000000061e-02 1.154321506619453430e-01
1.020967868999999965e-02 1.151945814490318298e-01
1.023463314999999846e-02 1.149568334221839905e-01
1.025964860499999944e-02 1.147231683135032654e-01
1.028472520499999938e-02 1.144892796874046326e-01
1.030986310000000031e-02 1.142509654164314270e-01
1.033506243500000032e-02 1.140209063887596130e-01
1.036032335999999970e-02 1.137864068150520325e-01
1.038564603000000086e-02 1.135517358779907227e-01
1.041103059000000018e-02 1.133210286498069763e-01
1.043647719500000008e-02 1.130859777331352234e-01
1.046198599999999951e-02 1.128589808940887451e-01
1.048755715000000005e-02 1.126235574483871460e-01
1.051319080000000065e-02 1.123920679092407227e-01
1.053888710999999895e-02 1.121644452214241028e-01
1.056464622499999999e-02 1.119365915656089783e-01
1.059046829500000057e-02 1.117045059800148010e-01
1.061635348500000048e-02 1.114762648940086365e-01
1.064230194499999997e-02 1.112478300929069519e-01
1.066831382499999932e-02 1.110191941261291504e-01
1.069438928000000094e-02 1.107903867959976196e-01
1.072052847000000073e-02 1.105653345584869385e-01
1.074673154999999936e-02 1.103400588035583496e-01
1.077299867499999925e-02 1.101145818829536438e-01
1.079933000499999976e-02 1.098850369453430176e-01
1.082572568999999943e-02 1.096630692481994629e-01
1.085218589499999976e-02 1.094370260834693909e-01
1.087871077499999971e-02 1.092146411538124084e-01
1.090530047999999953e-02 1.089882403612136841e-01
1.093195517999999943e-02 1.087654754519462585e-01
1.095867503000000007e-02 1.085425093770027161e-01
1.098546018500000040e-02 1.083231195807456970e-01
1.101231081000000021e-02 1.080997735261917114e-01
1.103922706500000059e-02 1.078762486577033997e-01
1.106620910999999916e-02 1.076562777161598206e-01
1.109325710500000048e-02 1.074361056089401245e-01
1.112037120500000004e-02 1.072157472372055054e-01
1.114755157500000107e-02 1.069988608360290527e-01
1.117479838500000031e-02 1.067744791507720947e-01
1.120211179500000057e-02 1.065608486533164978e-01
1.122949196000000080e-02 1.063397526741027832e-01
1.125693904500000078e-02 1.061221063137054443e-01
1.128445322000000070e-02 1.059042736887931824e-01
1.131203464499999992e-02 1.056862622499465942e-01
1.133968347999999952e-02 1.054716259241104126e-01
1.136739989499999971e-02 1.052567809820175171e-01
1.139518406000000067e-02 1.050382331013679504e-01
1.142303613500000002e-02 1.048265323042869568e-01
1.145095628000000060e-02 1.046076491475105286e-01
1.147894466500000085e-02 1.043955683708190918e-01
1.150700146499999965e-02 1.041832715272903442e-01
1.153512684500000024e-02 1.039673462510108948e-01
1.156332096500000024e-02 1.037546992301940918e-01
1.159158399499999985e-02 1.035452634096145630e-01
1.161991610499999925e-02 1.033288389444351196e-01
1.164831746499999862e-02 1.031190305948257446e-01
1.167678824499999990e-02 1.029090285301208496e-01
1.170532860999999938e-02 1.026954874396324158e-01
1.173393873500000115e-02 1.024851351976394653e-01
1.176261879000000017e-02 1.022779121994972229e-01
1.179136894500000012e-02 1.020671874284744263e-01
1.182018937000000117e-02 1.018562987446784973e-01
1.184908024000000046e-02 1.016517952084541321e-01
1.187804172499999991e-02 1.014405563473701477e-01
1.190707399499999972e-02 1.012324243783950806e-01
1.193617722500000047e-02 1.010241210460662842e-01
1.196535158999999932e-02 1.008188575506210327e-01
1.199459726500000031e-02 1.006134077906608582e-01
1.202391442000000019e-02 1.004077643156051636e-01
1.205330322999999954e-02 1.001987829804420471e-01
1.208276387499999938e-02 9.999597072601318359e-02
1.211229653000000031e-02 9.978982061147689819e-02
1.214190136499999906e-02 9.958663582801818848e-02
1.217157856000000010e-02 9.938015788793563843e-02
1.220132829000000058e-02 9.917973726987838745e-02
1.223115073500000149e-02 9.897293150424957275e-02
1.226104607500000040e-02 9.877520799636840820e-02
1.229101448500000138e-02 9.856809675693511963e-02
1.232105614000000154e-02 9.836695343255996704e-02
1.235117122500000060e-02 9.816864877939224243e-02
1.238135992000000130e-02 9.796411544084548950e-02
1.241162239999999903e-02 9.776546061038970947e-02
1.244195884500000002e-02 9.756362438201904297e-02
1.247236944000000049e-02 9.736461192369461060e-02
1.250285436499999972e-02 9.716542065143585205e-02
1.253341380000000047e-02 9.696605801582336426e-02
1.256404792999999895e-02 9.676653146743774414e-02
1.259475693499999965e-02 9.656976908445358276e-02
1.262554100000000054e-02 9.637282788753509521e-02
1.265640030499999916e-02 9.617280960083007812e-02
1.268733503500000040e-02 9.597554802894592285e-02
1.271834537500000049e-02 9.578099101781845093e-02
1.274943151499999955e-02 9.558337926864624023e-02
1.278059363500000031e-02 9.538847208023071289e-02
1.281183191999999901e-02 9.519338607788085938e-02
1.284314655999999923e-02 9.499813616275787354e-02
1.287453773500000023e-02 9.480272233486175537e-02
1.290600563499999867e-02 9.460994601249694824e-02
1.293755044999999985e-02 9.441421180963516235e-02
1.296917237000000042e-02 9.422110766172409058e-02
1.300087158000000007e-02 9.403059631586074829e-02
1.303264826499999848e-02 9.383440017700195312e-02
1.306450261999999966e-02 9.364355355501174927e-02
1.309643483500000025e-02 9.345252066850662231e-02
1.312844510000000034e-02 9.326132386922836304e-02
1.316053360500000005e-02 9.306995570659637451e-02
1.319270053500000081e-02 9.287843853235244751e-02
1.322494609000000008e-02 9.268943965435028076e-02
1.325727045999999971e-02 9.249760955572128296e-02
1.328967383499999981e-02 9.230829030275344849e-02
1.332215641500000131e-02 9.212144464254379272e-02
1.335471838999999911e-02 9.193179011344909668e-02
1.338735995000000026e-02 9.174198657274246216e-02
1.342008129000000008e-02 9.155464917421340942e-02
1.345288260500000083e-02 9.136714041233062744e-02
1.348576409499999997e-02 9.118205308914184570e-02
1.351872595499999975e-02 9.099165350198745728e-02
1.355176837999999898e-02 9.080879390239715576e-02
1.358489157000000030e-02 9.062065929174423218e-02
1.361809572000000079e-02 9.043492376804351807e-02
1.365138102499999923e-02 9.024903178215026855e-02
1.368474768500000001e-02 9.006550163030624390e-02
1.371819590000000061e-02 8.988180011510848999e-02
1.375172586999999849e-02 8.969544619321823120e-02
1.378533779499999980e-02 8.951392024755477905e-02
1.381903186999999984e-02 8.932974189519882202e-02
1.385280829999999998e-02 8.914542198181152344e-02
1.388666729000000155e-02 8.896584808826446533e-02
1.392060904000000029e-02 8.878122270107269287e-02
1.395463374500000020e-02 8.859889209270477295e-02
1.398874161500000129e-02 8.841882646083831787e-02
1.402293285499999972e-02 8.823619037866592407e-02
1.405720765999999948e-02 8.805581182241439819e-02
1.409156623999999886e-02 8.787764608860015869e-02
1.412600879999999920e-02 8.769457787275314331e-02
1.416053554500000013e-02 8.751609921455383301e-02
1.419514667999999952e-02 8.733746409416198730e-02
1.422984240999999872e-02 8.715865761041641235e-02
1.426462294499999950e-02 8.697970956563949585e-02
1.429948849000000147e-02 8.680061995983123779e-02
1.433443925000000077e-02 8.662368357181549072e-02
1.436947543999999959e-02 8.644659817218780518e-02
1.440459726499999926e-02 8.626706898212432861e-02
1.443980493000000115e-02 8.609423786401748657e-02
1.447509865500000090e-02 8.591443300247192383e-02
1.451047864499999986e-02 8.573902398347854614e-02
1.454594510999999979e-02 8.556569367647171021e-02
1.458149825999999899e-02 8.538772910833358765e-02
1.461713830999999963e-02 8.521409332752227783e-02
1.465286547499999870e-02 8.504029363393783569e-02
1.468867995999999926e-02 8.486413955688476562e-02
1.472458198000000003e-02 8.469224721193313599e-02
1.476057175500000013e-02 8.451800048351287842e-02
1.479664950000000000e-02 8.434361964464187622e-02
1.483281541999999925e-02 8.417127281427383423e-02
1.486906973500000048e-02 8.400092273950576782e-02
1.490541266999999975e-02 8.382611721754074097e-02
1.494184443500000056e-02 8.365546911954879761e-02
1.497836523999999947e-02 8.348466455936431885e-02
1.501497531000000121e-02 8.331371098756790161e-02
1.505167486499999971e-02 8.314260840415954590e-02
1.508846411999999887e-02 8.297137171030044556e-02
1.512534329499999955e-02 8.280208706855773926e-02
1.516231260999999914e-02 8.263265341520309448e-02
1.519937228499999848e-02 8.246307820081710815e-02
1.523652254000000018e-02 8.229541778564453125e-02
1.527376359499999989e-02 8.212555199861526489e-02
1.531109567500000060e-02 8.195760101079940796e-02
1.534851900500000012e-02 8.178950101137161255e-02
1.538603380500000103e-02 8.162126690149307251e-02
1.542364029999999941e-02 8.145491778850555420e-02
1.546133870999999958e-02 8.128841221332550049e-02
1.549912926499999975e-02 8.112175762653350830e-02
1.553701219000000119e-02 8.095497637987136841e-02
1.557498770000000088e-02 8.079002797603607178e-02
1.561305602999999917e-02 8.062297105789184570e-02
1.565121741000000122e-02 8.045970648527145386e-02
1.568947206500000136e-02 8.029433339834213257e-02
1.572782022500000126e-02 8.012882620096206665e-02
1.576626211499999874e-02 7.996319979429244995e-02
1.580479795999999854e-02 7.980129122734069824e-02
1.584342799499999926e-02 7.963922619819641113e-02
1.588215244999999914e-02 7.947319746017456055e-02
1.592097155499999986e-02 7.931465655565261841e-02
1.595988553999999962e-02 7.914836704730987549e-02
1.599889464000000053e-02 7.898575812578201294e-02
1.603799908500000079e-02 7.882675528526306152e-02
1.607719911000000251e-02 7.866385579109191895e-02
1.611649495000000085e-02 7.850455492734909058e-02
1.615588683000000053e-02 7.834139466285705566e-02
1.619537499499999755e-02 7.818181067705154419e-02
1.623495968000000095e-02 7.802207767963409424e-02
1.627464111500000199e-02 7.785856723785400391e-02
1.631441953999999972e-02 7.770221680402755737e-02
1.635429518999999970e-02 7.754208892583847046e-02
1.639426830500000098e-02 7.738543301820755005e-02
1.643433912000000219e-02 7.722503691911697388e-02
1.647450787500000235e-02 7.706809043884277344e-02
1.651477481500000094e-02 7.690745592117309570e-02
1.655514017500000004e-02 7.675378024578094482e-02
1.659560419500000217e-02 7.659289240837097168e-02
1.663616711500000289e-02 7.643892616033554077e-02
1.667682917999999820e-02 7.628130167722702026e-02
1.671759063000000101e-02 7.612355798482894897e-02
1.675845171000000036e-02 7.596915960311889648e-02
1.679941266499999919e-02 7.581460475921630859e-02
1.684047373500000000e-02 7.565648853778839111e-02
