z_min z_max z_mean MJ lf lf_sigma label
1.50 2.00 1.753984e+00   -2.650000e+01   1.839598e-06   4.040990e-07   1
1.50 2.00 1.753984e+00   -2.550000e+01   6.061736e-06   6.812626e-07   1
1.50 2.00 1.753984e+00   -2.450000e+01   1.000553e-05   9.823165e-07   1
1.50 2.00 1.753984e+00   -2.350000e+01   1.723399e-05   3.105931e-06   1
1.50 2.00 1.753984e+00   -2.250000e+01   2.183444e-06   1.051276e-06   -1
2.00 2.50 2.250779e+00   -3.250000e+01   0.000000e+00   1.960774e-07   0
2.00 2.50 2.250779e+00   -3.150000e+01   0.000000e+00   1.960774e-07   0
2.00 2.50 2.250779e+00   -3.050000e+01   0.000000e+00   1.960774e-07   0
2.00 2.50 2.250779e+00   -2.950000e+01   6.535913e-08   6.535913e-08   0
2.00 2.50 2.250779e+00   -2.850000e+01   6.535913e-08   6.535913e-08   0
2.00 2.50 2.250779e+00   -2.750000e+01   1.514384e-06   3.529679e-07   1
2.00 2.50 2.250779e+00   -2.650000e+01   1.942565e-06   5.793613e-07   1
2.00 2.50 2.250779e+00   -2.550000e+01   6.002378e-06   1.056131e-06   1
2.00 2.50 2.250779e+00   -2.450000e+01   8.630582e-06   1.290768e-06   1
2.00 2.50 2.250779e+00   -2.350000e+01   8.653485e-06   3.442370e-06   -1
2.00 2.50 2.250779e+00   -2.250000e+01   2.664544e-07   2.664544e-07   -1
2.00 2.50 2.250779e+00   -2.150000e+01   3.596753e-07   3.596753e-07   -1
2.50 3.00 2.749231e+00   -3.250000e+01   0.000000e+00   1.963857e-07   0
2.50 3.00 2.749231e+00   -3.150000e+01   0.000000e+00   1.963857e-07   0
2.50 3.00 2.749231e+00   -3.050000e+01   0.000000e+00   1.963857e-07   0
2.50 3.00 2.749231e+00   -2.950000e+01   0.000000e+00   1.963857e-07   0
2.50 3.00 2.749231e+00   -2.850000e+01   2.176806e-07   1.268750e-07   1
2.50 3.00 2.749231e+00   -2.750000e+01   8.907961e-07   2.612591e-07   1
2.50 3.00 2.749231e+00   -2.650000e+01   1.552178e-06   4.701788e-07   1
2.50 3.00 2.749231e+00   -2.550000e+01   8.906422e-06   3.182046e-06   1
2.50 3.00 2.749231e+00   -2.450000e+01   3.129578e-06   7.839251e-07   1
