# Lbols,LHXs,LSXs,LBs,LIRs
4.039337279067473219e+01 3.947486419075925568e+01 3.925621955512232120e+01 3.838383839233411265e+01 3.831933839233411732e+01
4.065440680846727872e+01 3.972360700685121060e+01 3.950496237121427612e+01 3.872866597854101656e+01 3.866416597854101411e+01
4.090682393209976908e+01 3.997234982294316552e+01 3.975370518730623104e+01 3.907349356474790625e+01 3.900899356474791091e+01
4.117079808273275177e+01 4.022109263903511334e+01 4.000244800339817886e+01 3.941832115095481015e+01 3.935382115095480771e+01
4.143760259464782081e+01 4.046983545512706826e+01 4.025119081949013378e+01 3.976314873716169984e+01 3.969864873716170450e+01
4.170763458225120957e+01 4.071857827121902318e+01 4.049993363558208870e+01 4.010797632336860374e+01 4.004347632336860130e+01
4.197829887008230543e+01 4.096732108731097810e+01 4.074867645167404362e+01 4.045280390957549344e+01 4.038830390957549810e+01
4.225546910704459691e+01 4.121606390340293302e+01 4.099741926776599854e+01 4.079763149578239734e+01 4.073313149578239489e+01
4.253695578059243587e+01 4.146480671949488794e+01 4.124616208385795346e+01 4.114245908198928703e+01 4.107795908198929169e+01
4.282305262185833072e+01 4.171354953558684286e+01 4.149490489994990838e+01 4.148728666819619093e+01 4.142278666819618849e+01
4.311397292087518451e+01 4.196229235167879779e+01 4.174364771604186330e+01 4.183211425440308062e+01 4.176761425440308528e+01
4.340983215618637558e+01 4.221103516777074560e+01 4.199239053213381112e+01 4.217694184060997031e+01 4.211244184060997497e+01
4.371063813050090374e+01 4.245977798386270052e+01 4.224113334822576604e+01 4.252176942681687422e+01 4.245726942681687888e+01
4.401629036019544827e+01 4.270852079995465544e+01 4.248987616431772096e+01 4.286659701302376391e+01 4.280209701302376857e+01
4.432658882818294188e+01 4.295726361604661037e+01 4.273861898040967588e+01 4.321142459923066781e+01 4.314692459923067247e+01
4.464125053842961677e+01 4.320600643213855818e+01 4.298736179650162370e+01 4.355625218543755750e+01 4.349175218543756216e+01
4.495993109929256804e+01 4.345474924823052021e+01 4.323610461259358573e+01 4.390107977164446140e+01 4.383657977164446606e+01
4.528224810683182966e+01 4.370349206432246802e+01 4.348484742868553354e+01 4.424590735785135109e+01 4.418140735785135575e+01
4.560780339757415192e+01 4.395223488041443005e+01 4.373359024477749557e+01 4.459073494405825500e+01 4.452623494405825966e+01
4.593620205244965149e+01 4.420097769650637787e+01 4.398233306086944339e+01 4.493556253026514469e+01 4.487106253026514935e+01
4.626706702804006710e+01 4.444972051259833989e+01 4.423107587696140541e+01 4.528039011647204859e+01 4.521589011647205325e+01
4.660004918714130895e+01 4.469846332869028771e+01 4.447981869305335323e+01 4.562521770267893828e+01 4.556071770267894294e+01
4.693483314131312767e+01 4.494720614478224263e+01 4.472856150914530815e+01 4.597004528888584218e+01 4.590554528888583974e+01
4.727113967022738450e+01 4.519594896087419755e+01 4.497730432523726307e+01 4.631487287509273187e+01 4.625037287509273654e+01
4.760872559370652368e+01 4.544469177696614537e+01 4.522604714132921089e+01 4.665970046129963578e+01 4.659520046129963333e+01
4.794738192185733539e+01 4.569343459305810029e+01 4.547478995742116581e+01 4.700452804750652547e+01 4.694002804750653013e+01
4.828693097340638474e+01 4.594217740915005521e+01 4.572353277351312073e+01 4.734935563371342937e+01 4.728485563371342693e+01
4.862722298971549861e+01 4.619092022524201013e+01 4.597227558960507565e+01 4.769418321992031906e+01 4.762968321992032372e+01
4.896813261726970978e+01 4.643966304133396505e+01 4.622101840569703057e+01 4.803901080612722296e+01 4.797451080612722052e+01
4.930955550178063618e+01 4.668840585742591998e+01 4.646976122178898549e+01 4.838383839233411265e+01 4.831933839233411732e+01
