z 12 13 14 23 24 34
0.5 0.637147256161 -0.830748812471 0.818225776606 -0.838670491937 0.88404884322 -0.992640135388
1   0.544627126465 -0.884784848056 0.843898098667 -0.71880302435 0.820086243213 -0.979859986249
1.5 0.591554619331 -0.893746389525 0.854945272373 -0.75827607544 0.831924139399 -0.984056188859
2   0.546704334512 -0.88809751762 0.839575405592 -0.716107680642 0.831356363844 -0.974744376933
2.5 0.546480353290 -0.885856030905 0.820666546559 -0.75301815466 0.855864835773 -0.973900535997
3   0.592076446382 -0.838028506308 0.815874098298 -0.835313386898 0.874434260334 -0.994145907798
3.5 0.808843167472 -0.930857064079 0.927383584604 -0.935419466246 0.941147860242 -0.999655706496
4   0.670971991512 -0.935139942123 0.8972742609 -0.802999326166 0.888053295078 -0.983647624245
4.5 0.450174832676 -0.873682839386 0.825174409692 -0.584845512813 0.772586119442 -0.965090145203
5   0.699587426912 -0.873312381456 0.855014340129 -0.865130909373 0.866494345248 -0.996857530315
