#lognu nulognu
14.575	0.915
14.576	0.956
14.577	0.96
14.578	0.938
14.579	0.969
14.58	0.969
14.581	0.999
14.582	0.915
14.583	0.944
14.584	0.93
14.585	0.928
14.586	0.935
14.587	0.896
14.588	0.985
14.589	0.932
14.59	0.931
14.591	1.004
14.592	0.957
14.593	0.927
14.594	0.972
14.595	0.939
14.596	1.018
14.597	0.949
14.598	0.947
14.599	0.981
14.6	0.964
14.601	0.921
14.602	0.972
14.603	0.946
14.604	1.014
14.605	0.918
14.606	0.94
14.607	0.965
14.608	0.992
14.609	0.946
14.61	0.926
14.611	0.967
14.612	0.958
14.613	1.002
14.614	0.925
14.615	0.945
14.616	0.937
14.617	0.933
14.618	0.932
14.619	0.945
14.62	0.908
14.621	0.94
14.622	0.917
14.623	0.939
14.624	0.929
14.625	0.953
14.626	0.984
14.627	1.008
14.628	0.983
14.629	0.992
14.63	0.975
14.631	0.954
14.632	0.973
14.633	0.927
14.634	0.955
14.635	0.931
14.636	0.943
14.637	0.952
14.638	0.941
14.639	0.942
14.64	0.932
14.641	0.965
14.642	0.984
14.643	0.952
14.644	0.959
14.645	0.945
14.646	0.962
14.647	0.954
14.648	0.977
14.649	1.078
14.65	1.04
14.651	1.059
14.652	1.073
14.653	1.136
14.654	1.198
14.655	1.272
14.656	1.457
14.657	1.742
14.658	2.781
14.659	3.065
14.66	3.514
14.661	2.354
14.662	1.792
14.663	1.435
14.664	1.195
14.665	1.191
14.666	1.114
14.667	1.08
14.668	1.076
14.669	1.025
14.67	1.012
14.671	0.99
14.672	0.997
14.673	1.019
14.674	0.998
14.675	0.985
14.676	0.945
14.677	0.982
14.678	0.957
14.679	0.955
14.68	0.929
14.681	0.952
14.682	0.935
14.683	0.901
14.684	0.914
14.685	0.932
14.686	0.921
14.687	0.923
14.688	0.941
14.689	0.932
14.69	0.941
14.691	0.932
14.692	0.973
14.693	0.974
14.694	0.955
14.695	0.965
14.696	0.96
14.697	0.935
14.698	0.888
14.699	0.953
14.7	0.944
14.701	0.96
14.702	0.957
14.703	0.934
14.704	0.966
14.705	0.994
14.706	0.977
14.707	1.038
14.708	1.059
14.709	0.975
14.71	0.985
14.711	0.969
14.712	0.953
14.713	0.962
14.714	0.918
14.715	0.925
14.716	0.92
14.717	0.927
14.718	0.923
14.719	0.956
14.72	0.918
14.721	0.931
14.722	0.925
14.723	0.927
14.724	0.904
14.725	0.896
14.726	0.925
14.727	0.906
14.728	0.908
14.729	0.892
14.73	0.916
14.731	0.914
14.732	0.935
14.733	0.934
14.734	0.955
14.735	0.925
14.736	0.917
14.737	0.908
14.738	0.898
14.739	0.919
14.74	0.912
14.741	0.941
14.742	0.932
14.743	0.942
14.744	0.919
14.745	0.941
14.746	0.953
14.747	0.979
14.748	0.979
14.749	0.976
14.75	0.996
14.751	1.042
14.752	1.033
14.753	1.047
14.754	1.021
14.755	0.977
14.756	1.006
14.757	1.019
14.758	0.988
14.759	0.997
14.76	0.984
14.761	1.023
14.762	0.973
14.763	0.982
14.764	1.031
14.765	0.98
14.766	0.966
14.767	0.944
14.768	0.939
14.769	0.927
14.77	0.951
14.771	0.93
14.772	0.96
14.773	0.981
14.774	0.981
14.775	1.035
14.776	1.102
14.777	2.217
14.778	1.243
14.779	1.047
14.78	1.048
14.781	1.27
14.782	1.192
14.783	1.111
14.784	1.163
14.785	1.168
14.786	1.228
14.787	1.276
14.788	1.389
14.789	1.529
14.79	1.844
14.791	1.527
14.792	1.356
14.793	1.222
14.794	1.148
14.795	1.083
14.796	1.059
14.797	1.011
14.798	1.001
14.799	0.996
14.8	1.002
14.801	1.01
14.802	0.996
14.803	1.01
14.804	1
14.805	1.027
14.806	1.084
14.807	1.058
14.808	1.063
14.809	1.067
14.81	1.097
14.811	1.122
14.812	1.113
14.813	1.099
14.814	1.082
14.815	1.128
14.816	1.133
14.817	1.132
14.818	1.132
14.819	1.112
14.82	1.076
14.821	1.106
14.822	1.102
14.823	1.102
14.824	1.058
14.825	1.042
14.826	1.036
14.827	1.003
14.828	0.995
14.829	0.972
14.83	0.973
14.831	0.992
14.832	1.016
14.833	1.011
14.834	1.021
14.835	1.038
14.836	1.089
14.837	1.202
14.838	1.179
14.839	1.253
14.84	1.168
14.841	1.102
14.842	1.035
14.843	0.984
14.844	0.979
14.845	0.96
14.846	0.926
14.847	0.931
14.848	0.93
14.849	0.943
14.85	0.928
14.851	0.901
14.852	0.897
14.853	0.881
14.854	0.899
14.855	0.916
14.856	0.905
14.857	0.904
14.858	0.893
14.859	0.896
14.86	0.918
14.861	0.943
14.862	0.957
14.863	0.969
14.864	0.986
14.865	0.971
14.866	0.931
14.867	0.929
14.868	0.902
14.869	0.889
14.87	0.886
14.871	0.873
14.872	0.887
14.873	0.888
14.874	0.883
14.875	0.884
14.876	0.903
14.877	0.912
14.878	0.93
14.879	0.931
14.88	0.915
14.881	0.897
14.882	0.858
14.883	0.903
14.884	0.909
14.885	0.914
14.886	0.928
14.887	0.941
14.888	0.939
14.889	1.049
14.89	0.955
14.891	0.937
14.892	0.909
14.893	0.891
14.894	0.902
14.895	0.896
14.896	0.894
14.897	0.872
14.898	0.898
14.899	0.917
14.9	0.915
14.901	0.932
14.902	0.949
14.903	0.918
14.904	0.921
14.905	1.089
14.906	0.944
14.907	0.916
14.908	0.915
14.909	0.914
14.91	0.912
14.911	0.904
14.912	0.909
14.913	0.911
14.914	0.91
14.915	0.909
14.916	0.915
14.917	0.922
14.918	0.912
14.919	0.911
14.92	0.908
14.921	0.911
14.922	0.912
14.923	0.908
14.924	0.904
14.925	0.897
14.926	0.893
14.927	0.889
14.928	0.892
14.929	0.898
14.93	0.913
14.931	0.922
14.932	0.933
14.933	0.942
14.934	0.941
14.935	0.942
14.936	0.946
14.937	0.944
14.938	0.937
14.939	0.934
14.94	0.936
14.941	0.942
14.942	1
14.943	0.955
14.944	0.938
14.945	0.935
14.946	0.919
14.947	0.917
14.948	0.919
14.949	0.906
14.95	0.901
14.951	0.9
14.952	0.917
14.953	0.91
14.954	0.905
14.955	0.896
14.956	0.898
14.957	0.906
14.958	0.918
14.959	0.913
14.96	0.919
14.961	0.929
14.962	0.922
14.963	0.924
14.964	0.922
14.965	0.915
14.966	0.919
14.967	0.918
14.968	0.925
14.969	0.924
14.97	0.933
14.971	0.932
14.972	0.939
14.973	0.943
14.974	0.926
14.975	0.916
14.976	0.911
14.977	0.899
14.978	0.894
14.979	0.892
14.98	0.892
14.981	0.905
14.982	0.895
14.983	0.877
14.984	0.863
14.985	0.849
14.986	0.839
14.987	0.841
14.988	0.843
14.989	0.839
14.99	0.836
14.991	0.831
14.992	0.829
14.993	0.828
14.994	0.825
14.995	0.819
14.996	0.817
14.997	0.825
14.998	0.831
14.999	0.85
15	0.865
15.001	0.88
15.002	0.891
15.003	0.897
15.004	0.899
15.005	0.905
15.006	0.911
15.007	0.907
15.008	0.907
15.009	0.902
15.01	0.901
15.011	0.885
15.012	0.878
15.013	0.87
15.014	0.876
15.015	0.882
15.016	0.895
15.017	0.899
15.018	0.913
15.019	0.927
15.02	0.934
15.021	0.947
15.022	0.965
15.023	0.976
15.024	1.004
15.025	1.014
15.026	1.049
15.027	1.123
15.028	1.239
15.029	1.348
15.03	1.368
15.031	1.265
15.032	1.14
15.033	1.056
15.034	1.013
15.035	0.983
15.036	0.973
15.037	0.967
15.038	0.957
15.039	0.936
15.04	0.927
15.041	0.914
15.042	0.904
15.043	0.894
15.044	0.884
15.045	0.875
15.046	0.87
15.047	0.863
15.048	0.854
15.049	0.86
15.05	0.861
15.051	0.851
15.052	0.844
15.053	0.844
15.054	0.855
