m phi uperr lowerr
-17.12 9.580e-3 2.776e-3 0.998e-3
-17.62 9.451e-3 2.367e-3 0.851e-3
-18.12 5.413e-3 1.623e-3 0.584e-3
-18.62 6.472e-3 1.780e-3 0.640e-3
-19.12 4.142e-3 1.376e-3 0.495e-3
-19.62 3.162e-3 1.180e-3 0.424e-3
-20.12 1.399e-3 0.780e-3 0.280e-3
-20.62 1.152e-3 0.708e-3 0.254e-3
-21.12 0.408e-3 0.420e-3 0.151e-3
-21.62 0.163e-3 0.265e-3 0.095e-3
