m phi uperr lowerr
-24.241 0.00003e-4 0.00013e-4 0.00003e-4
-23.491 0.00012e-4 0.00190e-4 0.00012e-4
-22.991 0.00397e-4 0.00422e-4 0.00258e-4
-22.741 0.02156e-4 0.00813e-4 0.00692e-4
-22.491 0.06576e-4 0.01501e-4 0.01736e-4
-22.241 0.16906e-4 0.02681e-4 0.03629e-4
-21.991 0.40066e-4 0.04266e-4 0.06929e-4
-21.741 0.81996e-4 0.05653e-4 0.11351e-4
-21.491 1.44029e-4 0.09020e-4 0.16802e-4
-21.241 2.50578e-4 0.12027e-4 0.28970e-4
-20.991 3.91303e-4 0.15802e-4 0.46063e-4
