m phi uperr lowerr
-18.0 0.0016 0.0007 0.0007  #Mclure2013
-17.5 0.0021 0.0009 0.0009
-19.66 0.15e-3 0.15e-3 0.13e-3  #Oesch2013
-18.66 0.35e-3 0.24e-3 0.24e-3
-17.66 1.60e-3 0.90e-3 0.90e-3
-21.14 0.0044e-3 0.0042e-3 0.0024e-3  #Bouwens2015c
-20.34 0.0322e-3 0.0217e-3 0.0138e-3
