m phi uperr lowerr
-20.25 -3.4184 0.1576 0.1576
-19.75 -3.0263 0.1658 0.1658
-19.25 -2.9044 0.1431 0.1431
-18.75 -2.7418 0.1332 0.1332
-18.25 -2.3896 0.1401 0.1401
-17.75 -2.1032 0.1990 0.1990
-17.25 -1.8201 0.1940 0.1940
-16.75 -1.7548 0.1893 0.1893
-16.25 -1.6044 0.2117 0.2117
-15.75 -1.4012 0.3123 0.3123
-15.25 -1.4012 0.3122 0.3122
