m phi uperr lowerr
-24.244 0.00001e-4 0.00019e-4 0.00001e-4
-23.944 0.00002e-4 0.00019e-4 0.00002e-4
-23.644 0.00007e-4 0.00026e-4 0.00007e-4 
-23.344 0.00016e-4 0.00025e-4 0.00011e-4
-23.044 0.00147e-4 0.00107e-4 0.00066e-4
-22.744 0.00621e-4 0.00292e-4 0.00231e-4
-22.444 0.02553e-4 0.00360e-4 0.00243e-4
-22.144 0.05615e-4 0.01242e-4 0.00777e-4
-21.844 0.21313e-4 0.05322e-4 0.04056e-4
-21.544 0.49479e-4 0.11521e-4 0.08826e-4
