m phi uperr lowerr
-22.5 0.000010 0.000002 0.000002 
-22.0 0.000043 0.000005 0.000005
-21.5 0.000154 0.000010 0.000010
-21.0 0.000475 0.000017 0.000017
-20.5 0.001087 0.000096 0.000096
-20.0 0.001709 0.000120 0.000120
-19.5 0.001916 0.000127 0.000127
-19.0 0.002110 0.000467 0.000467
-18.5 0.004008 0.000644 0.000644
-18.0 0.005485 0.000753 0.000753
-17.5 0.007384 0.000874 0.000874
-17.0 0.016030 0.001095 0.001095
-16.5 0.010337 0.001034 0.001034
-16.0 0.013510 0.000850 0.000850
