m phi uperr lowerr
-21.23 0.000001 0.000001 0.000001  #Bouwens2015b
-20.23 0.000010 0.000005 0.000005
-18.23 0.000266 0.000171 0.000171
-21.25 0.0009e-3 0.0021e-3 0.0007e-3 #Bouwens2015c
-20.45 0.0180e-3 0.0174e-3 0.0098e-3
-21.28 0.0027e-3 0.0027e-3 0.0023e-3
-20.78 0.0100e-3 0.0060e-3 0.0050e-3
-17.78 0.58e-3 0.58e-3 0.50e-3  #Oesch2013
