begin sampling
initial memory consumption:  129000
7946.28878193 2114
14052218.9566 2114
7948.5850618 2114
261020.28325 2114
7959.76904901 2114
11501567.3644 2114
7977.37224354 2114
7956.6311248 2114
7978.09702666 2114
7961.93081577 2114
7953.18902484 2114
7951.81624913 2114
7947.22218821 2114
7948.65982371 2114
272180.37888 1566
249966.32914 2114
7983.68947455 2114
7954.06120645 2114
7942.56930569 2114
7963.9322958 2114
1265568.48526 2114
7963.59137719 2114
7935.5025847 2114
7960.67196446 2114
7948.13175766 2114
7962.00094629 2114
7951.55817188 2114
7947.72651802 2114
7964.74125539 2114
7945.56943649 2114
7956.20587116 2114
7958.45314195 2114
7946.74732459 2114
7977.71376088 2114
7965.37276848 2114
7960.42493858 2114
7950.31099453 2114
7966.70636605 2114
7968.59139066 2114
8026.8039163 2114
188686.390785 2114
7971.4664811 2114
7945.71193922 2114
7965.71671197 2114
7942.68982223 2114
7954.93282114 2114
7957.90782831 2114
7969.3355 2114
7950.76856916 2114
7985.39324903 2114
7949.64042502 2114
7950.14375982 2114
7946.69270274 2114
7971.64453038 2114
7992.19149443 2114
7951.12912679 2114
7943.24938477 2114
7961.60600321 2114
7959.71590735 2114
7965.3095878 2114
7991.54644996 2114
8015.98292277 2114
7959.66420924 2114
7961.78662279 2114
402727.337341 2114
7952.35521991 2114
613028.813879 2114
7967.11051701 2114
7980.15463714 2114
7956.02547576 2114
7997.47297093 2114
7990.68685527 2114
7964.74300774 2114
7948.00466672 2114
7955.30711267 2114
8034.04621758 2114
7953.6411915 2114
8027.03885447 2114
7965.50920088 2114
7947.78911343 2114
7969.93981145 2114
7949.16035911 2114
7954.2501945 2114
7959.84716122 2114
7957.10418734 2114
7964.78943224 2114
7963.07689085 2114
7954.00656051 2114
7952.57468813 2114
7983.1061321 2114
7971.22173497 2114
7957.0706827 2114
7957.37856047 2114
7958.18964455 2114
7957.04602987 2114
7951.33650967 2114
7961.9102843 2114
7967.9153507 2114
7948.98431205 2114
2776412.08163 2114
7962.32016585 2114
7954.0468569 2114
7952.59518189 2114
8004.0578996 2114
7974.51327648 2114
7955.39096879 2114
7946.06086581 2114
7943.64658893 2114
7982.37996853 2114
7968.88142478 2114
7973.02544664 2114
7948.92411031 2114
7948.45367159 2114
37217114.5069 2114
3099042.77057 1199
1324217.00088 2114
465351.101453 2114
7946.65793604 2114
7954.42663043 2114
8006.40826425 2114
7939.61843906 2114
7953.06635824 2114
7947.02902476 2114
7955.65782245 2114
7951.03171693 2114
7958.64171959 2114
7942.2276726 2114
7968.47012626 2114
7954.11594896 2114
7947.47630587 2114
7991.67112943 2114
7968.07455157 2114
7988.33159965 2114
7944.27547918 2114
7951.74015898 2114
7955.92836164 2114
7989.28670482 2114
7963.36549961 2114
7960.9135122 2114
7966.99827854 2114
7962.24568171 2114
7945.81948933 2114
7956.34512796 2114
7957.76372726 2114
7980.44765987 2114
7955.73667373 2114
7994.82999393 2114
7952.20531062 2114
7995.53942917 2114
7957.95659557 2114
7955.08722172 2114
7947.54808681 2114
8015.28181682 2114
8004.29137604 2114
7942.81917267 2114
7951.7365507 2114
7947.94686872 2114
7952.78855588 2114
7954.05048428 2114
7970.55852767 2114
7959.70593355 2114
7974.71960292 2114
7965.07244928 2114
7970.61505188 2114
7955.71816744 2114
197486.040469 2114
7946.33797131 2114
7993.66150531 2114
7955.41162756 2114
7975.11471784 2114
492072.568988 2114
7951.76308812 2114
7946.49865374 2114
7941.17691901 2114
7979.49415859 2114
8009.67704563 2114
7954.51896297 2114
7981.37100615 2114
8010.45784642 2114
7946.64054903 2114
7965.45824034 2114
7980.13792388 2114
7956.19971603 2114
7996.3445419 2114
7995.44784972 2114
7973.28035963 2114
8005.99679278 2114
7951.81766501 2114
109477.214624 2114
7963.13754083 2114
7990.51645866 2114
11617.7809554 2114
7960.37723597 2114
7959.00615534 2114
7959.2614458 2114
7957.31723563 2114
7955.90217131 2114
7975.09247988 2114
7968.95068349 2114
7967.80999166 2114
8003.0755617 2114
7955.34548704 2114
7957.70312307 2114
7961.67266455 2114
7973.26516726 2114
7946.78201368 2114
7950.5881848 2114
7971.35924555 2114
7986.95406754 2114
7949.3020404 2114
7950.18565612 2114
7947.95968039 2114
7964.33712855 2114
7948.89737662 2114
315484.095332 1566
1213640.54014 2114
7977.15747505 2114
7965.63609252 2114
506043.927492 2114
7943.08780176 2114
7956.04696226 2114
7940.35150362 2114
7970.24517741 2114
7936.67692968 2114
7956.83345938 2114
7961.93024046 2114
7959.46333018 2114
7950.99848947 2114
7969.69254856 2114
7949.04177859 2114
7954.85408745 2114
7946.86459865 2114
7987.72595408 2114
7956.25066546 2114
7955.27026498 2114
7949.42263548 2114
7950.92070065 2114
7970.58113658 2114
7977.10895384 2114
7945.61097642 2114
7950.39032647 2114
7950.05964966 2114
7966.13794159 2114
7955.621855 2114
7959.70163773 2114
8017.74146008 2114
7967.15630119 2114
7965.90841886 2114
7967.96215653 2114
7944.32573626 2114
7984.57569305 2114
7947.46817573 2114
7955.14951298 2114
1574334.32355 2114
7961.26000688 2114
8001.07360935 2114
7956.33515688 2114
8005.90243784 2114
7951.53540874 2114
7944.40740092 2114
7998.22146083 2114
7962.97732763 2114
7997.34729504 2114
7965.83128643 2114
7961.54785866 2114
7952.15657134 2114
7971.41542678 2114
7948.89599049 2114
7963.42374798 2114
7987.99991874 2114
7998.53750825 2114
7957.36067336 2114
7953.70494219 2114
7964.54707693 2114
7960.75512717 2114
7947.16429895 2114
7981.425767 2114
7963.21570432 2114
7963.7698616 2114
7947.32897142 2114
25816.5592541 2114
7956.17161199 2114
7957.15090174 2114
7965.18955244 2114
7961.68618658 2114
7951.55774373 2114
7945.9044243 2114
222167.023065 2114
7966.19943875 2114
7961.73963777 2114
7976.86149719 2114
7948.81729548 2114
7956.61070766 2114
7961.641829 2114
7958.46381675 2114
7986.00440689 2114
7955.35248143 2114
7965.14215529 2114
7968.70815083 2114
7995.52395223 2114
7947.08769941 2114
7965.61233455 2114
7960.38207433 2114
7994.9831507 2114
1433346.02614 2114
7955.33085452 2114
7973.0945148 2114
7961.74164889 2114
8053.19629953 2114
7976.63502765 2114
7950.78049647 2114
7948.81481398 2114
7961.22490808 2114
7948.84900188 2114
1316319.98468 2114
461202.857458 2114
7958.4103274 2114
7940.67820158 2114
7974.36161897 2114
7949.35640999 2114
7974.04122989 2114
7961.19218094 2114
7944.11761224 2114
7938.5735293 2114
7957.08656593 2114
7961.41634441 2114
7994.10739383 2114
7944.32441369 2114
7959.0427304 2114
7964.93004045 2114
7943.02264924 2114
7970.61621708 2114
8031.24058 2114
7955.3805652 2114
7962.59415233 2114
7954.51014659 2114
7947.44692598 2114
7947.95416647 2114
7978.43981885 2114
7963.65764785 2114
7961.3345946 2114
7955.78869009 2114
7979.16582285 2114
7967.00984706 2114
292369.826751 2114
7966.01753344 2114
7957.1756792 2114
8017.46714814 2114
7948.63622548 2114
7971.53469251 2114
7946.28304813 2114
7946.80445658 2114
7954.96851328 2114
7950.41992635 2114
7996.30738505 2114
7977.84121746 2114
7986.55675256 2114
7964.10887316 2114
7949.12322915 2114
7961.39924588 2114
7955.21523339 2114
7986.65635968 2114
7956.15917161 2114
8016.02880759 2114
178772.70411 2114
7962.39106539 2114
7961.55368292 2114
7955.83912674 2114
7950.45440876 2114
7980.24821565 2114
7957.12411156 2114
7951.12230003 2114
7980.1473347 2114
7958.01472156 2114
7998.66471121 2114
7958.48739749 2114
7942.15525701 2114
7965.03725736 2114
7949.53034522 2114
7956.19525501 2114
7955.97149263 2114
7960.59357485 2114
7988.70641313 2114
7977.99609164 2114
7946.78349833 2114
7966.92721066 2114
7943.24281759 2114
7989.27890844 2114
7946.25842201 2114
7970.69168059 2114
7983.22173273 2114
7949.85674123 2114
7951.6786685 2114
7960.61163722 2114
7956.74683744 2114
22567.1478642 2114
7970.17748476 2114
8003.47156362 2114
7955.86875687 2114
7976.65928156 2114
7981.27009983 2114
7953.61123797 2114
7963.87468663 2114
7957.44142219 2114
7973.31490849 2114
7961.69363277 2114
7969.38216266 2114
8009.27965676 2114
7977.85626831 2114
7979.02995497 2114
7956.10533629 2114
2551463.13652 2114
7961.57363032 2114
17761038.7438 2114
246266.075153 2114
476059.228661 2114
7947.00816298 2114
7935.55825333 2114
7949.47228954 2114
7963.95726571 2114
7989.5614362 2114
7953.19067397 2114
7962.07185126 2114
7948.43941445 2114
7942.98115045 2114
7970.70734955 2114
153905.146936 2114
7959.14717498 2114
7951.64620485 2114
7978.41793104 2114
7970.12228557 2114
7958.86837116 2114
7964.42501413 2114
462465.919423 2114
7954.15709527 2114
7962.08293661 2114
7986.73206887 2114
7952.60461596 2114
7961.05070628 2114
7952.86460135 2114
7949.01086022 2114
7961.23693784 2114
7966.97838274 2114
7960.19504199 2114
7967.17080003 2114
7955.00391086 2114
7941.26629833 2114
7960.91774632 2114
8000.82286227 2114
7943.78872352 2114
8007.6533041 2114
7976.58709341 2114
7953.9360998 2114
7949.75694267 2114
7951.81405126 2114
7943.46328383 2114
7955.27481296 2114
7951.11791091 2114
7976.55598951 2114
7962.61489618 2114
7974.22567102 2114
7983.15734087 2114
8004.45564679 2114
7959.25222729 2114
7960.23359251 2114
7963.3509009 2114
7978.15207132 2114
7986.35072323 2114
7954.48072389 2114
7972.75626856 2114
7956.42634973 2114
7949.31846836 2114
7997.14125257 2114
7956.29173705 2114
7955.28599143 2114
7946.43441554 2114
7950.30351163 2114
7961.57063927 2114
7944.40124421 2114
7966.2057143 2114
7964.04805758 2114
8000.55282575 2114
7959.75289669 2114
7959.7946187 2114
7953.72523602 2114
7978.97279498 2114
7961.75140574 2114
7957.81220023 2114
7947.4575699 2114
7972.96082238 2114
7947.09917447 2114
16393202.3838 2114
7983.03179702 2114
8004.78349737 2114
7959.06946515 2114
7956.63495558 2114
7967.42460859 2114
7952.51295166 2114
7996.74926782 2114
7971.38041706 2114
7963.59536974 2114
7966.26410856 2114
7958.57294665 2114
7949.24030785 2114
708269.554773 2114
7971.45148344 2114
7966.4074461 2114
7963.86437648 2114
7959.92355503 2114
7946.2669564 2114
7953.12537658 2114
7947.41798532 2114
7985.85028802 2114
7968.4571041 2114
1871239.40521 1287
122939361.75 1539
16491346.9141 1539
7955.36028385 2114
214272.986223 2114
7958.18085544 2114
7984.40560032 2114
7946.82037297 2114
7962.43801186 2114
7957.78597516 2114
7969.99839399 2114
7954.65017219 2114
7955.17537334 2114
7946.77712215 2114
7953.73099964 2114
7970.8235113 2114
7944.767185 2114
7963.67359737 2114
7952.40901056 2114
7955.12975913 2114
7967.75567898 2114
7973.34766781 2114
7947.1361471 2114
7951.83976559 2114
7940.29355459 2114
7987.58683251 2114
7979.66774255 2114
7962.29602171 2114
7953.3189404 2114
7970.93766796 2114
7959.57680772 2114
7956.27957163 2114
7951.13768682 2114
7990.45457821 2114
7958.67507909 2114
7945.69332968 2114
7985.12134884 2114
7943.80051863 2114
7959.00256305 2114
7952.54178911 2114
7956.8741148 2114
7956.18559106 2114
7943.46669766 2114
7966.89874042 2114
7951.70204781 2114
7967.88213922 2114
7964.56976261 2114
7980.94897393 2114
7983.78479848 2114
7971.33120119 2114
7961.9023741 2114
7948.7294198 2114
8015.61147273 2114
7964.19113439 2114
8035.66561449 2114
7953.78277512 2114
7960.56317051 2114
7948.58991334 2114
7947.01152033 2114
7968.31293374 2114
7970.26484694 2114
7958.16473892 2114
7963.812742 2114
7960.4514121 2114
7960.69516199 2114
7960.33063312 2114
7951.02749684 2114
7955.14909929 2114
7955.56836425 2114
190986.10048 2114
7954.57184043 2114
7963.64112337 2114
7975.81092301 2114
8002.93502725 2114
7946.41121345 2114
7959.19715361 2114
1161059.44053 2114
7945.10862045 2114
7951.42309284 2114
8015.70004411 2114
7966.19335717 2114
7963.19784606 2114
7960.9416642 2114
7948.30435827 2114
7967.28738641 2114
7966.6801366 2114
7944.71943433 2114
7981.73702843 2114
7967.85693588 2114
7960.22154899 2114
7958.18582647 2114
7956.75904512 2114
7952.14721286 2114
7951.0879146 2114
7957.72086428 2114
7962.37183385 2114
7950.50199348 2114
7950.52739943 2114
7948.08770975 2114
6850912.93483 2114
 0.6%   t: 173.732685089
memory:  143632
690845.800559 1539
760058.453595 2114
8008.96138976 2114
7957.80988376 2114
7944.10895269 2114
350315.854243 2114
7940.3524004 2114
7958.03866998 2114
7941.67028311 2114
7996.4346969 2114
7955.37059677 2114
7940.57380653 2114
7959.86959308 2114
7950.59389097 2114
7958.02671021 2114
192800.405239 2114
7951.17461675 2114
7949.3011806 2114
7961.10684669 2114
7968.67095658 2114
7972.48775023 2114
7951.07610175 2114
7943.70639019 2114
7957.30911921 2114
7974.4804742 2114
7954.77571159 2114
7946.93908935 2114
7981.10495868 2114
7974.77590011 2114
7969.88244616 2114
7953.69793858 2114
7955.04355538 2114
7978.91844977 2114
7958.78185006 2114
7946.4192515 2114
7968.93776335 2114
7964.30298986 2114
7944.509195 2114
7953.50698113 2114
7957.76050377 2114
7957.64798553 2114
7950.06562643 2114
7943.90133333 2114
7972.99225437 2114
7965.11872164 2114
7982.78110182 2114
7971.61273419 2114
7963.99977622 2114
7974.60753377 2114
7951.48222643 2114
7958.76951987 2114
7946.43335415 2114
7964.30963578 2114
7983.00170109 2114
7992.26469741 2114
7969.02581674 2114
7991.2185906 2114
7948.42245015 2114
7994.07770217 2114
7969.34957284 2114
7943.06569557 2114
7987.87220425 2114
7960.56078158 2114
7960.31282789 2114
8001.54082757 2114
7948.87892853 2114
7957.64779929 2114
7969.21808657 2114
7967.24750821 2114
7959.22820865 2114
7992.6195949 2114
7945.46131409 2114
7965.02635386 2114
7948.10486587 2114
7960.94681145 2114
7953.79117316 2114
7966.44875131 2114
7963.00923808 2114
7967.50681985 2114
7945.90159675 2114
7966.38889936 2114
7993.32828436 2114
378321.622579 2114
7961.83462431 2114
7958.1744882 2114
8000.77598571 2114
7960.85546468 2114
7965.29541338 2114
7946.84590641 2114
7961.13969002 2114
7951.05702514 2114
7963.77887738 2114
7945.04122492 2114
1388333.22687 2114
7949.61763624 2114
7962.22314089 2114
7955.91904047 2114
7950.07200334 2114
7973.27484168 2114
7945.00453756 2114
8849682.48905 1274
4643544.91611 1539
17799903.5684 1539
7957.6642972 2114
7962.84333975 2114
7976.37301775 2114
7948.40955308 2114
7985.43830104 2114
7957.80973472 2114
7949.7103561 2114
7984.32753749 2114
8001.76608733 2114
7954.67323651 2114
7952.63738244 2114
7957.93898278 2114
7938.4440451 2114
7978.03010764 2114
7964.91212199 2114
7960.13447688 2114
7966.93664596 2114
7959.68391268 2114
8010.49526464 2114
8021.12459814 2114
7944.94745129 2114
7946.92030481 2114
7944.16639573 2114
7950.55561687 2114
7977.65832942 2114
7942.52593643 2114
7951.84001603 2114
7968.06633919 2114
7954.95998924 2114
7955.06907145 2114
7947.52533723 2114
7957.64770857 2114
7969.990698 2114
7971.93401411 2114
7977.1783588 2114
7943.38382881 2114
7951.24628614 2114
7956.03921818 2114
7969.50483584 2114
7959.11940879 2114
7949.65872619 2114
7984.87787144 2114
7955.6291924 2114
7967.28180401 2114
7955.49684276 2114
7971.69134085 2114
8036.86550249 2114
775451.357659 2114
7982.06137205 2114
176614.606241 2114
401704.568586 2114
7942.89114839 2114
7973.25229765 2114
7972.09763661 2114
7942.63481846 2114
7966.53732047 2114
7948.54470319 2114
7942.80417519 2114
7977.48112632 2114
7952.89094367 2114
7956.87035774 2114
7949.74257059 2114
7960.48259959 2114
7955.0837965 2114
7948.53074552 2114
7989.76828071 2114
7964.88471395 2114
7966.66244001 2114
7952.11351394 2114
7958.07943613 2114
7947.9149004 2114
7954.28228632 2114
7959.06372024 2114
7972.93446651 2114
7967.21259962 2114
7947.35596244 2114
7960.37081211 2114
7953.28784837 2114
8049.6836809 2114
8023.46285985 2114
7954.28828433 2114
7954.05921802 2114
7952.67291878 2114
7962.25864508 2114
7946.16454692 2114
7951.69690682 2114
7982.51780791 2114
7963.85993013 2114
7985.94053864 2114
7956.69348803 2114
7959.59304068 2114
7958.07792505 2114
7943.89761392 2114
13286154.8946 2114
130435.13737 2114
8000.55728068 2114
7954.74226334 2114
1290920.24029 2114
381220.143418 2114
7944.88236165 2114
7948.6325206 2114
7940.43109926 2114
7957.67727543 2114
8009.37559967 2114
7978.45224772 2114
7952.68194748 2114
7947.93127109 2114
7986.21745716 2114
7944.75308143 2114
7947.36522928 2114
7979.51918367 2114
7954.99751181 2114
7985.8968137 2114
8021.57104245 2114
7966.10540078 2114
7968.17294228 2114
7956.64120838 2114
7957.76334182 2114
7944.30989627 2114
7956.26430791 2114
7947.01572508 2114
7958.41509859 2114
7947.65424888 2114
7949.11464046 2114
7942.22658849 2114
7962.50340006 2114
7968.50433477 2114
7953.72533116 2114
7960.76992502 2114
7957.18800671 2114
7960.7025402 2114
481603.981776 2114
7965.28701943 2114
7944.61035896 2114
7965.58858844 2114
7956.666691 2114
7942.29781188 2114
7978.25115596 2114
7964.44152595 2114
7960.10695365 2114
7950.59784495 2114
8006.47570949 2114
7956.74079002 2114
7957.71614036 2114
7964.34106357 2114
7989.15709663 2114
7951.76911039 2114
7976.46853807 2114
234482.114545 2114
7958.13770564 2114
7947.75218428 2114
7940.1820967 2114
7958.10669455 2114
7962.5222361 2114
7946.13471729 2114
7980.98878835 2114
7939.18975523 2114
7950.28922937 2114
7951.91490964 2114
7948.03115082 2114
7959.55247034 2114
160938.189269 2114
7954.87778322 2114
7961.26194791 2114
7987.21396674 2114
7961.07561971 2114
7965.8146455 2114
7959.5319558 2114
7951.06710004 2114
7947.90191147 2114
7974.46528575 2114
7955.55878042 2114
7984.93058835 2114
7955.65897699 2114
7962.11239127 2114
23504696.1728 2114
7963.93753449 2114
7948.62824803 2114
7963.91507849 2114
8045.31468867 2114
7977.6906682 2114
7976.9373085 2114
7968.90358309 2114
7959.21120102 2114
7996.45795967 2114
5041534.72691 2114
7952.39500146 2114
7950.0753085 2114
7956.77541241 2114
7962.71556852 2114
7971.87220252 2114
7955.89053251 2114
7951.55196967 2114
7984.66636109 2114
7950.66683713 2114
7963.21234804 2114
