begin sampling
initial memory consumption:  129000
7973.95376833 2114
7948.29273639 2114
7948.45361689 2114
8010.25135539 2114
7958.71139085 2114
7980.87804766 2114
7988.59918603 2114
8006.50951201 2114
7960.02616334 2114
7969.42756262 2114
7936.03682691 2114
7951.5023679 2114
244644.652893 2114
1113108.09278 2114
7945.52313528 2114
7957.96455992 2114
7983.47418483 2114
7960.2487165 2114
285044.320363 2114
8004.12487894 2114
7953.92514722 2114
7953.65535762 2114
7939.80335554 2114
7967.0762276 2114
7956.45836256 2114
7962.8880154 2114
7967.76765878 2114
7959.47017177 2114
7966.17144741 2114
7965.49782265 2114
7953.98193982 2114
7967.7438043 2114
7940.5377474 2114
7960.70435055 2114
7947.57001211 2114
7975.91117607 2114
7944.01078372 2114
7947.69050439 2114
7947.87549658 2114
7959.94756978 2114
7972.73847981 2114
7965.66094527 2114
7955.76120592 2114
7955.00286534 2114
7948.01037682 2114
7967.80530628 2114
7950.881882 2114
7981.69511502 2114
7967.88113366 2114
7970.50789728 2114
7973.43243402 2114
7948.43190918 2114
7946.13983784 2114
7958.00211477 2114
7959.1885432 2114
7963.45601768 2114
7969.73305878 2114
7965.55173491 2114
7952.20296903 2114
7968.37671088 2114
7948.8506795 2114
7983.63803517 2114
7967.18395748 2114
7945.53337623 2114
7957.17191912 2114
7964.59163858 2114
7964.91244934 2114
7955.60952957 2114
246781.609516 2114
7980.90563485 2114
7958.939347 2114
7975.35939075 2114
7940.93670895 2114
7955.70770488 2114
7960.24634123 2114
7970.3326123 2114
7974.35076512 2114
7957.52848027 2114
7950.20313314 2114
7957.86403706 2114
8004.17493099 2114
7947.91882126 2114
567606.989273 2114
7954.96407887 2114
7961.84982423 2114
7955.01303604 2114
8015.77851633 2114
7945.32655939 2114
7963.32032133 2114
7953.28522275 2114
7946.14482858 2114
7966.94241579 2114
7974.16573448 2114
7963.6539415 2114
7973.95563945 2114
7969.10959354 2114
7972.32031062 2114
7976.66996666 2114
7960.37623035 2114
7985.03930715 2114
7962.86246859 2114
7941.22610731 2114
7941.89278487 2114
7960.26091248 2114
7948.75167584 2114
7976.84769023 2114
8001.46484741 2114
7968.72545126 2114
7936.95731773 2114
7974.07634927 2114
7971.73837195 2114
7952.50655533 2114
192571816.418 1462
783042.101452 1539
7956.7183693 2114
173800.235711 2114
7964.80757383 2114
7956.07053809 2114
7957.89865359 2114
7951.97228216 2114
7964.93634761 2114
7947.74809156 2114
7961.29811154 2114
7953.83994174 2114
7959.43471517 2114
7952.98188989 2114
7946.79428909 2114
7950.16881686 2114
7938.36650801 2114
8002.45633575 2114
393966.111205 2114
7968.49974396 2114
7948.75197031 2114
7995.02247447 2114
8028.50324966 2114
7946.92131176 2114
7964.69318299 2114
7960.96873319 2114
7947.35336857 2114
7952.57180372 2114
7950.66243843 2114
7945.5243636 2114
7952.2944759 2114
7946.87589918 2114
7957.04509826 2114
7956.10783449 2114
7968.26971394 2114
7947.64588144 2114
7950.57176163 2114
7946.52362959 2114
7996.78148001 2114
7972.47131707 2114
7958.57351945 2114
7956.41533183 2114
7960.6889262 2114
8003.79915858 2114
7950.12001604 2114
7965.16261867 2114
7938.72312546 2114
7964.65307584 2114
7961.67352045 2114
7945.92745032 2114
8001.73709357 2114
7939.66514183 2114
7959.45442986 2114
7986.6779283 2114
7951.47177556 2114
7967.06680375 2114
7984.03456883 2114
7958.39150349 2114
7948.93359225 2114
7983.35715014 2114
7954.3903991 2114
7974.93925109 2114
7949.50978815 2114
7986.91066863 2114
7946.04921267 2114
7953.40806613 2114
7945.54417349 2114
7963.32855648 2114
7952.10065109 2114
7947.31412889 2114
7945.32130498 2114
7996.74260248 2114
7971.22742497 2114
7953.91342457 2114
7958.58717081 2114
7957.54044951 2114
7963.81535869 2114
7945.06624653 2114
7958.31269057 2114
1165571.71806 2114
7945.80737748 2114
7976.56518654 2114
7952.4476854 2114
15100608.0747 2114
7954.76919802 2114
7945.97314656 2114
7961.07291903 2114
8016.81993281 2114
7950.96925963 2114
7974.61975842 2114
7976.50778167 2114
7947.08952686 2114
7967.58799393 2114
7942.01461878 2114
7960.57270077 2114
7936.47402815 2114
7976.76713916 2114
7997.45217146 2114
7953.31535493 2114
6562337.31697 2114
966491.696074 1539
448720.289544 1566
7957.49091251 2114
462107.940636 2114
7970.27917172 2114
7969.24016585 2114
7954.11914004 2114
7947.97334564 2114
7948.90177627 2114
7947.55891281 2114
7940.92943671 2114
7964.05182923 2114
7945.6615256 2114
7984.21397762 2114
7954.08997241 2114
7965.02194664 2114
7961.20498562 2114
7966.15007817 2114
7974.57138761 2114
8007.32200175 2114
7950.52972008 2114
8010.17291695 2114
7963.75422549 2114
7962.78987417 2114
7964.52242725 2114
8026.07279109 2114
7963.31072165 2114
7980.03189708 2114
7995.8461539 2114
7958.1391474 2114
7947.63549643 2114
7944.59182342 2114
7947.57952019 2114
7980.40461967 2114
7965.23044162 2114
7950.51236695 2114
7969.57184836 2114
7946.59753836 2114
8005.68256972 2114
7964.22452243 2114
7974.64002472 2114
7950.70434209 2114
7977.88082065 2114
7937.84075136 2114
7952.23292291 2114
7950.79409284 2114
7969.1927435 2114
7949.28215382 2114
7964.68644063 2114
7952.91078555 2114
495223.881697 2114
7952.90826946 2114
7945.16716798 2114
7949.66454516 2114
7982.88958777 2114
203077.756361 2114
7969.17800273 2114
7959.48390209 2114
7990.74578204 2114
7965.11058523 2114
7952.9032271 2114
291170.883354 2114
7945.83630649 2114
7956.51891082 2114
7969.74250883 2114
7957.12352182 2114
7985.50200274 2114
7955.47064114 2114
5524605.54729 2114
7958.78613092 2114
7961.30214593 2114
7958.4453862 2114
7965.1015305 2114
7958.36646812 2114
7966.04299006 2114
7963.54428131 2114
7950.1140985 2114
7948.71488697 2114
7942.79435258 2114
7971.53293811 2114
7939.10963998 2114
7990.3101687 2114
7950.96949269 2114
7946.59442406 2114
7949.74675835 2114
7973.08280875 2114
8021.50904146 2114
7955.38660676 2114
7975.89058225 2114
7956.0265874 2114
1440867.41339 2114
7987.88678402 2114
7966.22622091 2114
7977.86637663 2114
7939.12588138 2114
7988.26515927 2114
7970.10264416 2114
7969.36500355 2114
7953.39557046 2114
7946.55919147 2114
179287466.704 1462
35906490.1722 1539
7955.71758909 2114
7978.13209019 2114
7956.56812543 2114
7971.3563483 2114
7952.90545383 2114
7988.96962532 2114
7945.90082894 2114
7959.87188817 2114
7946.09694896 2114
7953.651625 2114
7958.64206541 2114
7948.24102221 2114
7957.68824931 2114
268571.357168 2114
8006.63390519 2114
7976.92664389 2114
7974.03552064 2114
7944.52019135 2114
7944.28905831 2114
7947.49426386 2114
7961.41487269 2114
7964.39132525 2114
7986.15121698 2114
7947.36215906 2114
7963.11321603 2114
7986.30227719 2114
7948.2925256 2114
7949.43940651 2114
7992.543686 2114
7944.43853188 2114
7958.53929759 2114
7973.48042933 2114
7962.46535017 2114
7951.24327236 2114
7949.64774258 2114
7946.87726553 2114
7962.82063012 2114
7935.48457854 2114
7978.13246901 2114
7960.37255108 2114
7957.9492523 2114
7981.40746415 2114
7985.9411228 2114
7957.87779478 2114
7945.58410044 2114
7982.50044637 2114
7959.58547366 2114
7984.83504514 2114
7990.67847194 2114
7964.47235911 2114
7945.83711449 2114
7941.51172575 2114
7983.95445003 2114
825502.739652 2114
7956.38274929 2114
7943.86956233 2114
10146.6178829 2114
7974.16801537 2114
8010.20482839 2114
7973.89798574 2114
8006.18270261 2114
7949.25176244 2114
7958.03868002 2114
7989.51709961 2114
7963.71275861 2114
7968.19289523 2114
7944.01139951 2114
7977.00197717 2114
7957.01184434 2114
7960.09009981 2114
7949.75162031 2114
7956.99697158 2114
7946.85693479 2114
7948.84220137 2114
7966.39403759 2114
7953.88407018 2114
7987.79060687 2114
3634424.37417 2114
7952.10587082 2114
7959.65539132 2114
7948.28208491 2114
7951.86303444 2114
7946.10657724 2114
7939.04846819 2114
7957.69692796 2114
7959.17310261 2114
7970.9758832 2114
5056996.38797 2114
7950.64743633 2114
7958.83132669 2114
7952.02024646 2114
7943.15120096 2114
7975.38791446 2114
7968.78629295 2114
7939.25559801 2114
7955.16122802 2114
5673689.00722 2114
7957.10450908 2114
1177405.82296 1539
136510.13233 1678
507142.972684 2114
7953.36187538 2114
7977.17184562 2114
7957.70534663 2114
7948.87711988 2114
7941.07741614 2114
7959.96260682 2114
7947.65745994 2114
7952.15555628 2114
7954.98930946 2114
7945.47970199 2114
7947.69911384 2114
7963.43591446 2114
8001.54739202 2114
7958.80646482 2114
7944.40888087 2114
7947.82851346 2114
7965.47267533 2114
7947.67350568 2114
7987.8861135 2114
7947.20669393 2114
7963.25602331 2114
7967.32790392 2114
7954.83041614 2114
7946.7387036 2114
7946.0555504 2114
7966.23403325 2114
7949.19066176 2114
7942.25639774 2114
7979.16843997 2114
7955.79399665 2114
7941.2111864 2114
7978.39162251 2114
7958.10868523 2114
7947.12050556 2114
7954.90974172 2114
7964.29200737 2114
7990.69908172 2114
7953.24700779 2114
7984.55196556 2114
7940.58396976 2114
7977.12213684 2114
8000.21685958 2114
7971.38833445 2114
7949.92957901 2114
7966.50746194 2114
7945.98601945 2114
7950.8189082 2114
7983.00462729 2114
7948.26620504 2114
7952.9212448 2114
7962.64872398 2114
7964.80398439 2114
7954.48194208 2114
7962.65369007 2114
7942.4976234 2114
439466.16634 2114
7948.01132154 2114
7964.96328324 2114
7983.00961188 2114
7944.51036231 2114
8003.24643465 2114
7945.63741199 2114
7946.59871108 2114
7992.453483 2114
7972.97727705 2114
7964.47190137 2114
8011.66926343 2114
7952.81957385 2114
7956.23095193 2114
8023.98321508 2114
7969.13866674 2114
7955.63987935 2114
7969.34895059 2114
652690.272539 2114
7945.81812876 2114
7941.36804871 2114
7948.71226754 2114
7993.58156113 2114
7952.17299093 2114
7979.3115867 2114
7987.78686786 2114
7945.30435157 2114
476868.115903 2114
7996.53163716 2114
7946.58298419 2114
7959.83001845 2114
7944.1715096 2114
7944.74751508 2114
7959.2767661 2114
7958.44845257 2114
7973.78127388 2114
7980.79959095 2114
7955.91957807 2114
7939.46565197 2114
7970.97340448 2114
7954.22120872 2114
7728644.85966 2114
465175.231993 1539
8533390.85379 1539
682783.803953 2114
7948.5243466 2114
7957.09904409 2114
7947.4648793 2114
7978.53976663 2114
7959.92260863 2114
7972.74186384 2114
7953.44401224 2114
7945.08388511 2114
7964.24983971 2114
7951.65676214 2114
7951.33381042 2114
7981.40910807 2114
7997.333229 2114
7948.42325139 2114
7945.17653922 2114
7950.86304244 2114
7941.98124186 2114
7977.67480737 2114
7961.74218859 2114
7946.7704811 2114
186820.120803 2114
7959.57656666 2114
8014.89182811 2114
7944.48254306 2114
7962.29241083 2114
7974.93641555 2114
8023.22517789 2114
7955.55232015 2114
7965.86161472 2114
7947.5766803 2114
7946.81911124 2114
7956.01605736 2114
7958.72925276 2114
7945.21446908 2114
7958.85791712 2114
7954.79679061 2114
7955.44246784 2114
7961.19908543 2114
7960.75023555 2114
7966.38298338 2114
7936.74227824 2114
7953.26357174 2114
7960.30040836 2114
7954.94668101 2114
7968.39515527 2114
7981.25757989 2114
7956.99842827 2114
7978.24358538 2114
7949.65688435 2114
7957.40273405 2114
7955.50692269 2114
7954.73669604 2114
7954.28417455 2114
7946.10965927 2114
7981.9810477 2114
7947.40444765 2114
7958.69845529 2114
7952.51171882 2114
7950.97213106 2114
7948.21377016 2114
7980.57967603 2114
7961.31520962 2114
7954.92180362 2114
425838.151336 2114
7977.58546868 2114
7977.41651636 2114
7981.63902516 2114
8018.8749641 2114
7954.56391094 2114
7943.36471754 2114
7993.47828783 2114
7956.76158407 2114
7983.70147602 2114
7961.32343715 2114
265639.411035 2114
7946.20154966 2114
8013.62103436 2114
7959.31585709 2114
7965.93813981 2114
7950.62299152 2114
7945.26051726 2114
7954.87100733 2114
7946.89905387 2114
7953.26408788 2114
34720815.458 2114
7961.05878857 2114
7968.89410057 2114
355756.546382 2114
7946.37785613 2114
8030.10158926 2114
7951.32688103 2114
7939.01064475 2114
9935092.34332 2114
8016.31939654 2114
8015.80214326 2114
7964.36914225 2114
7962.9580554 2114
1894691.09068 1287
718328.119554 1539
1020053.68774 2114
7966.4232366 2114
7992.11342995 2114
7946.34271765 2114
7960.310688 2114
7958.57770263 2114
7955.15294229 2114
7950.60721647 2114
7968.17623382 2114
7975.78898609 2114
7966.58660675 2114
7945.90526429 2114
7943.55805608 2114
7992.68203105 2114
7943.56393756 2114
7946.18487673 2114
7989.83846751 2114
7949.39087512 2114
7945.48090386 2114
8027.37606354 2114
7968.33895967 2114
7953.66103102 2114
7961.37792139 2114
7944.66724822 2114
7960.20923193 2114
7946.50936905 2114
7975.89608825 2114
7947.06048962 2114
7951.36502345 2114
7944.63159888 2114
7952.77662702 2114
7952.25746853 2114
8000.20634657 2114
7964.79697469 2114
7946.40072034 2114
7946.03040235 2114
7950.13086606 2114
7976.44544352 2114
7952.80137102 2114
7970.38219788 2114
7955.64507417 2114
7984.73920163 2114
7953.01966851 2114
7940.16662354 2114
8022.24958157 2114
7992.40917523 2114
7969.78332279 2114
7949.74362983 2114
497623.225724 2114
7947.6841679 2114
7949.27678454 2114
305138.35405 2114
7954.76918008 2114
7951.38773856 2114
8020.32431295 2114
7958.86603589 2114
7989.78014572 2114
7962.43201243 2114
7952.17586926 2114
7972.28677867 2114
7950.83856411 2114
7957.95809282 2114
7956.54350372 2114
7972.70418552 2114
7959.18043867 2114
8029.98439108 2114
7959.19864866 2114
7963.26947427 2114
985130.777996 2114
7966.42855874 2114
7946.34205225 2114
7955.66973539 2114
7948.02298189 2114
8000.40332475 2114
7953.28114505 2114
7947.93816434 2114
7954.32970449 2114
7951.54255008 2114
7960.48260846 2114
7976.07545333 2114
7952.54892325 2114
7949.59983439 2114
1972123.9822 2114
7947.00056165 2114
7970.69032741 2114
7964.04006338 2114
7964.94600128 2114
7941.66598789 2114
6334758.96091 2114
7964.50832742 2114
8004.60423703 2114
7946.72917268 2114
7978.41492596 2114
7985.74717501 2114
7953.11300643 2114
7974.74177515 2114
7959.35810521 2114
16.6%   t: 3979.04763818
memory:  143660
7953.0784635 2114
1486911.01128 1539
1236734.31653 2114
7948.80950169 2114
7951.31981288 2114
8003.43536833 2114
7963.86177724 2114
7951.7453783 2114
7973.61797616 2114
7952.34399753 2114
7954.62308858 2114
7949.2894907 2114
7960.97408913 2114
7979.38867757 2114
7960.44592 2114
7962.18206065 2114
7951.62445776 2114
7951.52406116 2114
7978.22469267 2114
7952.14689809 2114
7941.5986463 2114
7952.73960363 2114
7947.26542085 2114
7945.52036113 2114
7954.46423965 2114
286231.158291 2114
7966.72748209 2114
7961.35167065 2114
7955.81192918 2114
7944.44121922 2114
7973.43481948 2114
7976.47989401 2114
7993.66874446 2114
7955.35704286 2114
8017.19905349 2114
7959.62572591 2114
7954.19115856 2114
7944.00941085 2114
7964.88705749 2114
8009.0580638 2114
7950.20657828 2114
7956.05211623 2114
7968.00568868 2114
7960.83280439 2114
7969.27776598 2114
7984.50724324 2114
8022.41216724 2114
7957.05083174 2114
7932.60279731 2114
7950.80314281 2114
7973.45593692 2114
121740.299797 2114
7974.67348288 2114
8032.25797116 2114
7945.50463679 2114
7956.26111776 2114
7955.65013045 2114
7943.88762306 2114
7959.77975329 2114
7981.31137333 2114
7958.86821476 2114
8064.50629114 2114
5233223.10207 2114
7963.8963865 2114
7966.63160445 2114
7970.50688473 2114
7970.6809896 2114
7943.76073194 2114
7959.80079462 2114
7967.4603134 2114
7951.47977814 2114
7951.61015837 2114
7961.69276181 2114
7949.91985496 2114
7975.53111129 2114
7946.14619239 2114
7950.49826397 2114
7952.52784656 2114
6155154.92238 2114
7965.4618094 2114
7963.45652535 2114
7956.8361834 2114
7983.82641706 2114
7947.8386336 2114
7950.59594984 2114
7950.41704547 2114
8011.56291189 2114
7966.40612386 2114
7947.29103465 2114
1385537.84523 2114
7946.93348348 2114
7964.21430994 2114
7957.04944847 2114
7976.32933547 2114
7965.9172319 2114
12762469.0889 2114
7975.82935573 2114
7948.51837896 2114
8012.25429548 2114
7943.15748904 2114
7976.06834347 2114
190935.579406 1566
379074.119924 1566
7957.73505842 2114
7946.12073026 2114
7952.42668491 2114
13475.5715031 2114
7966.01468189 2114
7946.7587287 2114
7945.27176809 2114
7953.41237367 2114
7957.34965526 2114
356432.709345 2114
7958.17982307 2114
7956.28896037 2114
8000.10528553 2114
7955.48068224 2114
8040.87701171 2114
7945.87874922 2114
7997.47121827 2114
7951.56284247 2114
7952.21958307 2114
7941.61085271 2114
7954.69621962 2114
7944.82074228 2114
7943.26121515 2114
7944.78568546 2114
7967.46195133 2114
7961.089406 2114
7993.41043903 2114
7947.54011915 2114
7980.0662729 2114
7978.32870923 2114
7940.22052339 2114
7946.1636453 2114
7958.19021888 2114
7947.4506956 2114
7953.23871695 2114
7943.78385396 2114
7974.89363468 2114
7980.48375096 2114
7972.59558753 2114
7953.59126213 2114
7935.68853323 2114
7961.94351182 2114
7968.01588899 2114
7974.31728587 2114
7950.99494397 2114
8027.17279431 2114
7973.79228393 2114
7957.81121439 2114
7955.28557028 2114
7961.27516034 2114
317761.416195 2114
7950.68416879 2114
7952.23329515 2114
7942.65974179 2114
8006.34986705 2114
7993.01161766 2114
7974.15636774 2114
7948.5122624 2114
8025.815906 2114
7937.10297901 2114
7957.40708671 2114
8064.38859024 2114
7965.97565465 2114
7952.06248296 2114
7980.14561775 2114
7973.10894014 2114
7997.71013413 2114
7960.93375707 2114
95082.222467 2114
7986.67766124 2114
7957.42251738 2114
7976.11664125 2114
7941.85963805 2114
7948.36252059 2114
1403573.35448 2114
7958.61610058 2114
7971.33614544 2114
7954.58758911 2114
7950.46429281 2114
7960.30380914 2114
7946.64555364 2114
7953.92924962 2114
7958.27631295 2114
7955.62558865 2114
7952.28001755 2114
7959.0548397 2114
7948.60636265 2114
7958.87125654 2114
7945.18565105 2114
8008.01671202 2114
7947.42855919 2114
7963.8459368 2114
7970.37645657 2114
7938.55585431 2114
7965.59051866 2114
7981.06026274 2114
7965.14152486 2114
7952.93737704 2114
4113701.35285 1177
2920594.16372 1539
1217220.28162 2114
8001.21359073 2114
7970.69276978 2114
7943.80257632 2114
7954.77120157 2114
7945.24180194 2114
7958.05853953 2114
7969.78256786 2114
7947.14723484 2114
8014.38663639 2114
7943.9555208 2114
7954.11149706 2114
7952.9439119 2114
7956.50487821 2114
7949.44173831 2114
7944.82698787 2114
7956.14504866 2114
7972.97738005 2114
7949.16376273 2114
7956.67734329 2114
7950.48114214 2114
7951.06593211 2114
7955.49370389 2114
7945.06340202 2114
7952.15899277 2114
7966.31830907 2114
7954.41515162 2114
7960.26065313 2114
7949.99268435 2114
7972.10347334 2114
7950.65505181 2114
7957.06313919 2114
7958.98462361 2114
7957.44566306 2114
7954.98459003 2114
7943.82782834 2114
7974.53468653 2114
7995.84037087 2114
7970.66871259 2114
7964.05372267 2114
8009.56216378 2114
7972.57863461 2114
7948.02597893 2114
7970.5999724 2114
7957.68375725 2114
7997.22034316 2114
7956.24457494 2114
7963.00930286 2114
7937.13196519 2114
667519.975958 2114
8005.27571155 2114
8026.60344707 2114
291820.858786 2114
7988.72217074 2114
7952.21150643 2114
7979.55526369 2114
7949.14346469 2114
7945.6404632 2114
7945.30975584 2114
7985.01333083 2114
7945.98262711 2114
7950.24678494 2114
2921464.07652 2114
7947.03165769 2114
7949.53578825 2114
7951.978943 2114
7977.87402351 2114
7967.75130356 2114
7956.44714817 2114
7974.95477842 2114
7974.79744385 2114
7984.70631822 2114
7941.70782253 2114
7949.39751548 2114
7962.11926846 2114
7970.52035012 2114
7957.43911605 2114
7947.91003335 2114
7970.57520101 2114
58540800.6465 2114
7957.74410306 2114
1273942.32399 2114
7980.81994118 2114
7947.89263658 2114
7975.03161736 2114
7945.13493941 2114
7974.07704834 2114
601353.469021 2114
218200.647476 2114
8129220.67332 2114
7944.56917426 2114
7961.8305981 2114
7969.82354241 2114
7937.42979718 2114
7956.95054716 2114
7970.92158427 2114
7992.72058133 2114
7949.28616765 2114
62144473.3996 1539
523865.229132 1566
225175.965865 1566
7954.60246134 2114
152396.676443 2114
7946.47501119 2114
7972.56591576 2114
7954.17104411 2114
7947.15146493 2114
7989.92137113 2114
7947.83302538 2114
7943.65056148 2114
7941.67008098 2114
7978.35809385 2114
7958.18474572 2114
7951.89433453 2114
7955.35473198 2114
1217911.53879 2114
7947.35404653 2114
7942.91716644 2114
7957.8640303 2114
7949.01569531 2114
7979.4422111 2114
7950.05393315 2114
7952.00191114 2114
7960.55318108 2114
7956.97062767 2114
7948.86780127 2114
7993.57872852 2114
7950.68360819 2114
165883.38389 2114
7986.2455467 2114
7975.07465613 2114
7967.65619302 2114
7992.93862805 2114
7943.91934547 2114
7988.38769033 2114
7966.83330834 2114
7945.88193041 2114
7944.22088346 2114
7950.09188678 2114
7934.86600952 2114
7993.06756696 2114
7968.05836481 2114
7955.69432813 2114
7957.90646376 2114
8006.97189624 2114
7964.4466552 2114
7960.667913 2114
7960.84773557 2114
7984.90430145 2114
7957.28303173 2114
7935.9301081 2114
7981.12508708 2114
7965.02416963 2114
7958.56774315 2114
7951.23066482 2114
7966.48474923 2114
7944.8971072 2114
7990.45879881 2114
7949.58770405 2114
7954.58530027 2114
7943.04814092 2114
7961.09481119 2114
7953.74617387 2114
7949.3505227 2114
7958.71765634 2114
8029.56572855 2114
8031.02450438 2114
7953.41289925 2114
7998.88549666 2114
7947.33566274 2114
7963.19719263 2114
1813040.59906 2114
7952.60669678 2114
7985.80292759 2114
7964.22816654 2114
7959.61394035 2114
7991.9354676 2114
7944.87101336 2114
7950.97352699 2114
7954.59563735 2114
7955.5082065 2114
7947.96618173 2114
7945.02095264 2114
7949.70255452 2114
8003.6778882 2114
1560869.96395 2114
7946.5441525 2114
7954.90223978 2114
7948.83895337 2114
7958.98582726 2114
7997.16363838 2114
7965.52586761 2114
7944.21125292 2114
7964.90345958 2114
7961.13510514 2114
7978.65353526 2114
7997.6471213 2114
7968.89389054 2114
1648437.37673 1287
21550217.0278 1539
350465.186392 2114
7952.6488404 2114
7954.26250577 2114
7947.57528906 2114
7947.09716635 2114
7977.25872848 2114
7961.75940156 2114
7968.86853039 2114
7941.84194932 2114
7940.87200817 2114
7979.88166358 2114
7946.19716571 2114
7994.23614112 2114
7953.20011846 2114
7963.36014683 2114
7959.23275055 2114
7948.33780772 2114
7953.01013212 2114
7961.3990282 2114
7953.28745176 2114
7944.2941215 2114
7950.3566174 2114
7950.60693003 2114
7949.51055819 2114
7961.72820175 2114
7945.98811963 2114
7957.6326541 2114
7949.31324723 2114
7995.57733949 2114
7946.37923123 2114
7960.8791179 2114
7972.68148681 2114
7980.04047643 2114
7951.22888273 2114
7962.92381317 2114
8000.01499431 2114
7944.4421838 2114
7959.8222131 2114
7959.51145592 2114
7935.66387089 2114
7970.44369775 2114
7960.12108368 2114
7971.5520812 2114
7970.387803 2114
7980.82050524 2114
7952.0542039 2114
7971.73957901 2114
7961.09806073 2114
7959.55051352 2114
7973.29259897 2114
7963.07075065 2114
7956.67847579 2114
7950.45211142 2114
7973.20270654 2114
8025.29754829 2114
7943.87814493 2114
8051.87773276 2114
7952.20511505 2114
7956.58699803 2114
7967.66571508 2114
7960.77374003 2114
7948.81557237 2114
7956.83556294 2114
503412.987552 2114
7959.10346232 2114
7960.01165837 2114
7974.12960343 2114
7964.70248205 2114
7965.68033257 2114
7952.56419177 2114
7957.07370017 2114
7955.94057675 2114
7948.5471675 2114
7951.14169201 2114
7987.89122937 2114
7956.21166988 2114
7953.05121957 2114
7956.11697225 2114
7946.64856666 2114
7966.92565103 2114
7952.57988323 2114
7936.85443998 2114
7990.49556152 2114
7945.90678944 2114
7943.38103619 2114
7963.05197485 2114
7979.87414902 2114
7954.494425 2114
1985420.53329 2114
7965.79376629 2114
8018.30491322 2114
7944.94789119 2114
7965.45203538 2114
7942.99480961 2114
7969.40610643 2114
7959.78202291 2114
7983.83045296 2114
7966.15810412 2114
22200364.1133 1539
7968.18167973 2114
1017003.75222 2114
7959.72454194 2114
7954.21760481 2114
7991.28175746 2114
7965.09733717 2114
7943.97551463 2114
7949.79754028 2114
7993.73906719 2114
7944.58240242 2114
7963.44881764 2114
7952.03028024 2114
7952.80262786 2114
7953.89193141 2114
7953.68798077 2114
7947.35423594 2114
7961.03050188 2114
7959.19201452 2114
7949.73355083 2114
7957.95403526 2114
7967.5830292 2114
7945.27463068 2114
7956.3332053 2114
7970.54857502 2114
7974.31193075 2114
7966.96531939 2114
7956.52279536 2114
7944.07906493 2114
453495.393707 2114
7995.29815353 2114
7942.4365511 2114
7949.07073392 2114
7951.91080276 2114
7949.72971613 2114
7942.77227875 2114
7958.85540542 2114
7950.87773849 2114
7960.12579638 2114
7944.02893773 2114
169908.070132 2114
7960.48691209 2114
7987.56338803 2114
8024.45831517 2114
7937.52984726 2114
7981.51293748 2114
7964.69791163 2114
7955.37644915 2114
7973.5043933 2114
7993.32449333 2114
7955.44456239 2114
7960.26679495 2114
7982.55841759 2114
7962.186203 2114
7957.44102893 2114
7950.14811945 2114
7984.98990906 2114
7950.08816502 2114
8008.22556081 2114
7936.54065923 2114
7978.6215976 2114
7956.98945313 2114
7965.39829787 2114
7980.03785772 2114
7959.53988725 2114
7981.21756337 2114
7945.83287231 2114
7948.53791529 2114
7979.15959918 2114
8033.63268087 2114
7951.0288042 2114
7965.51230776 2114
7950.32270416 2114
7964.86611594 2114
465445.850777 2114
7945.90167274 2114
7965.08158034 2114
7952.44771293 2114
7969.23556073 2114
7955.08401274 2114
7949.5260954 2114
7970.67631878 2114
7986.69865723 2114
7941.36739683 2114
7945.23484624 2114
7989.69392405 2114
8014.45248612 2114
7954.54748403 2114
7958.95866537 2114
7961.46344229 2114
7955.63387205 2114
7965.96720846 2114
7941.87425568 2114
7962.94379263 2114
7963.16251341 2114
7966.53882696 2114
7947.61270661 2114
7958.5382454 2114
7999.52657405 2114
7948.98878645 2114
810434.894441 1539
220218.288605 1959
805728.098771 2114
7962.55546162 2114
7957.89188398 2114
7973.024256 2114
7965.57564048 2114
7991.79306915 2114
7953.57329258 2114
7949.92249175 2114
7982.58503743 2114
7958.3454105 2114
7956.01401932 2114
7941.24094086 2114
7953.74405055 2114
7946.45673315 2114
7951.1192086 2114
7944.20572531 2114
7951.80954191 2114
7943.07956284 2114
7947.035891 2114
7944.01851484 2114
7959.76828521 2114
7964.82803673 2114
7965.29364734 2114
7946.97310945 2114
7944.98602827 2114
7967.05856325 2114
7945.39564506 2114
7951.35655996 2114
7979.52396072 2114
7975.21308555 2114
7954.85660497 2114
7952.64859484 2114
7943.87885504 2114
8007.77119568 2114
7984.79874752 2114
7965.16987346 2114
7967.7463696 2114
7972.51898073 2114
8000.09477053 2114
7956.95148935 2114
7936.86077162 2114
7990.55836781 2114
8016.85350396 2114
7948.11625555 2114
7988.48439828 2114
8001.94702159 2114
7976.61756347 2114
7962.45048349 2114
408075.192047 2114
7955.7721462 2114
7957.75467715 2114
7961.18722815 2114
7950.33781844 2114
7955.88476448 2114
7946.04704109 2114
7951.19264746 2114
7943.87272661 2114
7955.07664903 2114
7975.15756387 2114
7969.07513097 2114
7958.08950718 2114
7950.36324053 2114
7955.18473222 2114
7957.70779766 2114
7953.15970743 2114
7956.62571179 2114
8012.50918028 2114
7954.71134371 2114
7952.21969296 2114
7962.48488972 2114
7953.45685166 2114
7993.34101479 2114
7977.98182079 2114
7984.69285109 2114
7956.46020629 2114
7951.74752031 2114
7951.72190971 2114
7970.22490841 2114
7952.72600603 2114
7947.24523488 2114
7988.40230317 2114
7971.85451975 2114
7945.57817612 2114
7959.92307162 2114
7959.13085315 2114
7943.13023948 2114
1559102.00036 2114
7966.23014195 2114
8010.25146998 2114
