logNH f
20.02226  0.31459
20.09387  0.31451
20.16548  0.31451
20.23709  0.31451
20.30870  0.31451
20.38031  0.31451
20.45192  0.31451
20.53085  0.31455
20.59514  0.31451
20.66675  0.31451
20.73835  0.31451
20.80996  0.31451
20.88157  0.31451
20.95318  0.31449
20.99567  0.31456
21.00336  0.23618
21.09575  0.23618
21.16735  0.23618
21.23896  0.23618
21.31057  0.23618
21.38218  0.23618
21.45379  0.23618
21.52540  0.23618
21.59701  0.23618
21.66862  0.23618
21.74023  0.23618
21.81184  0.23618
21.88345  0.23618
21.99224  0.23618
22.00363  0.10182
22.09715  0.10188
22.16876  0.10188
22.24037  0.10178
22.31198  0.10188
22.38359  0.10188
22.45194  0.10188
22.53983  0.10188
22.61143  0.10188
22.68304  0.10188
22.75465  0.10188
22.82626  0.10188
22.89787  0.10188
22.99668  0.10182
23.00611  0.23268
23.09426  0.23290
23.16587  0.23290
23.23748  0.23290
23.30909  0.23290
23.38070  0.23290
23.45231  0.23290
23.52392  0.23290
23.59553  0.23290
23.66713  0.23290
23.73874  0.23290
23.81035  0.23290
23.88196  0.23290
23.98665  0.23303
24.00604  0.05703
24.09532  0.05684
24.16693  0.05684
24.23854  0.05684
24.31015  0.05684
24.38176  0.05684
24.45336  0.05684
24.52497  0.05684
24.59658  0.05684
24.66819  0.05684
24.73980  0.05684
24.81141  0.05684
24.88302  0.05684
24.95463  0.05684
25.02624  0.05684
25.09785  0.05684
25.16946  0.05684
25.24106  0.05684
25.31267  0.05684
25.38428  0.05684
25.45589  0.05684
25.52750  0.05684
25.59911  0.05684
25.67072  0.05684
25.74233  0.05684
25.81394  0.05684
25.88555  0.05684
26.00465  0.05703
